35,19,33,20,1,7,25,5,50,45,17,24,13,3,46,14,43,9,48,8,10,47,6,22,23,42,30,2,27,21,0,29,38,36,4,32,44,41,12,40,39,18,16,11,37,26,31,15,49,28,34
35,28,33,20,15,26,47,5,45,50,17,24,13,3,16,43,14,38,29,8,7,25,6,42,23,22,30,27,2,21,0,31,48,49,9,32,44,41,40,39,18,12,46,11,36,10,4,37,1,19,34
35,20,33,28,31,47,26,5,50,45,17,24,13,46,36,43,14,9,29,8,7,25,6,42,23,22,30,27,2,21,0,15,49,48,38,32,44,41,18,40,39,12,3,16,11,37,10,4,1,19,34
34,20,48,37,26,0,47,5,50,45,24,17,3,16,43,36,14,9,29,8,7,25,6,42,23,22,30,27,2,21,31,15,49,33,38,32,44,41,39,18,40,12,13,46,11,4,10,1,28,19,35
34,20,15,10,26,0,47,50,45,5,24,13,3,16,36,43,14,9,29,37,7,25,6,42,23,22,30,27,21,2,31,1,49,33,38,32,44,41,39,18,40,12,17,46,11,4,48,8,28,35,19
35,34,15,10,26,47,45,31,50,5,24,13,36,16,43,3,14,32,9,37,7,25,6,42,23,22,30,27,0,2,21,1,49,33,29,38,44,41,39,18,40,12,17,46,11,4,48,8,20,28,19
35,19,2,1,21,0,45,50,47,5,24,13,17,3,43,36,14,32,9,48,7,25,42,23,22,6,30,27,26,31,10,15,49,33,29,38,44,41,39,40,18,12,16,46,11,4,37,8,28,20,34
34,19,31,21,2,0,45,50,47,5,24,13,17,3,43,36,14,32,9,37,7,6,22,23,42,25,30,27,26,1,10,15,49,33,29,38,44,41,39,18,40,12,46,16,11,4,48,8,28,20,35
34,19,31,50,7,2,1,45,26,5,24,13,17,46,11,36,14,32,9,48,47,6,22,23,42,25,30,27,21,0,10,15,49,33,29,38,44,41,39,18,40,12,3,16,43,4,37,8,28,20,35
34,35,50,45,7,2,31,26,5,0,24,13,17,46,36,43,14,44,9,48,47,6,22,23,42,25,30,27,21,10,1,15,49,33,29,38,32,41,39,18,40,12,3,16,11,4,37,8,20,28,19
35,19,21,27,2,0,31,45,50,5,24,13,3,16,36,43,44,32,9,48,47,23,42,22,6,25,30,7,26,10,1,15,49,33,29,38,14,41,39,18,40,12,17,46,11,4,37,8,20,28,34
35,34,21,2,27,31,0,50,45,17,24,13,5,11,36,43,14,32,9,48,47,42,23,22,6,30,25,7,26,10,1,15,49,33,29,38,44,41,39,18,40,12,46,3,16,4,37,8,20,28,19
35,34,27,2,1,21,0,50,45,5,24,13,46,11,36,14,44,32,9,48,47,26,23,22,42,6,25,7,30,31,10,15,49,33,29,38,43,41,39,18,40,12,17,16,3,4,37,8,20,28,19
35,34,1,2,27,21,31,50,5,24,23,13,46,11,36,14,44,32,9,48,45,26,47,42,22,6,30,25,7,0,10,8,49,33,29,38,43,41,39,18,40,12,17,16,3,4,37,15,20,28,19
34,19,1,2,27,21,0,50,26,5,24,13,46,11,36,14,44,32,9,48,45,47,23,42,22,25,6,30,7,31,10,8,49,33,29,38,43,41,39,18,40,12,17,16,3,4,37,15,28,20,35
1,34,35,27,2,21,7,47,26,5,24,13,46,11,36,14,44,32,9,48,45,50,42,23,22,6,25,30,0,31,10,8,49,33,29,38,43,41,39,18,40,17,16,12,3,4,37,15,20,28,19
34,2,19,27,1,21,7,47,26,13,5,24,17,11,36,14,44,32,38,48,50,45,22,42,23,6,25,30,0,31,10,15,49,33,29,9,43,41,39,18,40,3,46,12,16,4,37,8,20,28,35
35,34,19,2,27,21,47,42,22,23,13,24,12,11,36,14,44,32,9,48,45,50,26,5,7,6,25,30,0,31,10,15,49,33,38,29,43,41,39,18,40,17,46,3,16,4,37,8,20,28,1
35,34,19,2,27,21,6,42,23,22,13,24,17,3,16,43,14,32,9,48,45,50,26,47,5,25,30,7,0,31,10,15,49,33,29,38,44,41,39,18,40,12,46,11,36,4,37,8,20,28,1
27,2,19,34,1,5,6,42,23,24,22,13,17,46,16,43,14,32,9,48,45,50,26,47,25,30,7,21,0,31,10,15,49,33,29,38,44,41,39,18,40,12,3,11,36,4,37,8,20,28,35
34,27,2,19,1,5,22,6,23,13,42,24,17,46,11,43,14,44,9,48,45,50,26,47,30,25,7,21,0,31,10,15,49,33,29,38,32,41,39,18,40,12,3,16,36,4,37,8,20,28,35
34,27,2,19,1,22,23,6,5,42,24,13,17,46,11,43,14,44,9,48,45,50,26,47,7,25,30,21,0,31,10,15,49,33,29,38,32,41,39,18,40,12,3,16,36,4,37,8,20,28,35
34,27,2,19,1,23,5,22,6,42,24,13,17,46,36,43,14,44,9,37,45,50,26,47,25,30,7,21,0,31,10,15,49,33,29,38,32,41,39,18,40,12,3,16,11,4,48,8,20,28,35
34,2,19,1,27,30,42,22,23,5,24,13,17,16,43,36,14,44,9,37,45,50,26,47,6,25,7,21,0,31,10,15,49,33,29,38,32,41,39,18,40,12,3,46,11,4,48,8,20,28,35
34,35,2,1,27,30,42,23,22,5,24,13,3,43,16,36,44,14,9,48,50,45,26,47,6,25,7,21,0,31,10,15,49,33,29,38,32,41,39,18,40,12,17,46,11,4,37,8,20,28,19
35,34,2,27,1,30,42,23,22,5,13,24,43,17,16,36,14,32,9,48,45,50,26,47,25,6,7,21,0,31,10,15,49,33,29,38,44,41,39,18,40,12,3,46,11,4,37,8,20,28,19
35,34,2,27,0,6,42,23,22,13,17,24,5,46,43,36,14,44,9,48,45,50,26,47,30,7,25,21,1,31,10,15,49,33,29,38,32,41,39,18,40,12,3,16,11,4,37,8,20,28,19
34,19,2,27,25,6,42,23,22,5,13,17,24,46,43,36,14,32,9,48,45,50,26,47,7,30,21,0,31,10,1,15,8,33,29,38,44,41,39,18,40,12,3,16,11,4,37,49,20,28,35
34,19,2,27,25,6,42,23,22,5,17,13,24,16,36,43,44,32,9,48,45,50,26,47,7,30,21,0,31,10,1,15,49,33,29,38,14,41,39,40,18,12,3,46,11,4,37,8,20,28,35
35,34,2,27,25,6,42,23,22,5,24,13,17,16,36,14,44,32,9,48,50,45,26,47,7,30,21,0,31,10,1,15,49,33,29,38,43,41,39,18,40,12,3,46,11,4,37,8,28,20,19
35,34,2,27,25,42,6,23,22,5,24,13,17,16,36,14,44,32,9,48,50,45,26,47,7,30,21,0,31,28,20,15,49,33,29,38,43,41,39,18,40,12,3,46,11,4,8,10,37,1,19
35,34,2,7,25,6,5,42,22,23,24,13,3,16,36,14,44,32,38,8,48,45,26,47,30,27,21,0,31,28,20,49,15,33,29,9,43,41,39,18,40,12,17,46,11,50,4,10,37,1,19
35,34,2,30,25,6,5,22,23,42,24,13,17,16,36,14,44,32,38,9,48,45,26,47,27,21,7,0,31,28,15,49,33,20,29,8,43,41,39,18,40,12,3,46,50,11,4,37,10,1,19
35,34,2,30,25,6,22,42,5,23,24,13,17,16,36,14,44,32,38,9,48,45,26,47,7,27,21,31,0,28,15,49,33,20,29,8,43,41,40,39,18,12,3,46,50,11,4,37,10,1,19
19,34,35,30,25,6,22,42,23,24,13,5,50,16,36,14,44,32,38,9,48,45,26,47,27,7,21,31,0,1,15,49,20,33,29,8,43,41,40,39,18,12,17,46,3,11,4,37,10,28,2
34,2,35,30,25,22,42,23,6,24,13,5,50,36,43,14,44,32,38,9,48,45,26,47,27,21,7,0,31,1,15,49,20,33,29,8,16,41,39,40,18,17,12,3,46,11,4,37,10,28,19
19,35,2,30,25,6,23,22,42,24,13,5,50,16,36,14,44,32,38,9,48,45,31,0,21,27,7,47,26,10,15,49,20,33,29,8,43,41,39,40,18,3,12,17,46,11,4,37,1,34,28
34,28,2,30,25,6,23,42,22,24,13,5,11,16,36,14,44,32,38,9,48,4,31,27,21,0,47,26,7,37,15,49,20,33,29,8,43,41,39,40,18,12,17,3,46,50,45,10,1,19,35
34,35,27,30,25,42,23,22,6,24,13,5,11,16,36,14,44,32,38,9,48,8,2,21,26,47,7,0,10,31,15,49,20,33,29,4,43,41,39,18,40,12,17,3,46,50,45,37,1,28,19
34,35,27,30,25,42,22,6,23,24,13,5,11,16,36,14,44,32,38,29,20,28,2,21,47,26,7,0,10,31,1,49,33,9,48,4,43,41,39,18,40,17,12,3,46,50,45,37,15,8,19
35,34,27,30,25,42,6,22,23,24,13,5,11,36,43,14,44,32,38,9,20,28,21,2,0,26,7,47,10,31,1,49,33,29,48,4,16,41,39,18,40,3,12,17,46,50,45,37,8,15,19
34,35,27,30,25,22,6,42,23,24,13,5,11,16,36,14,44,32,38,9,49,20,15,1,2,21,7,47,26,31,0,28,33,29,48,4,43,41,39,18,40,12,17,3,46,50,45,37,8,10,19
35,34,27,30,25,6,42,22,23,24,13,5,11,36,43,14,44,32,38,9,49,8,28,20,2,21,7,47,26,31,0,15,33,29,48,4,16,41,39,18,40,12,17,46,3,50,45,37,10,1,19
35,34,2,27,25,6,42,22,23,24,13,5,46,36,43,14,44,32,38,29,33,8,20,15,21,30,7,47,26,31,0,28,49,9,48,3,16,41,39,18,40,12,17,50,45,11,4,37,10,1,19
35,34,2,30,25,6,42,22,23,24,13,5,46,36,43,14,44,32,38,29,49,33,20,1,21,27,7,47,26,31,0,15,8,9,48,3,16,41,39,18,40,12,17,50,45,11,4,37,10,28,19
19,34,27,30,25,6,42,23,22,24,13,5,46,3,36,14,44,32,38,29,49,33,20,28,35,21,7,47,26,0,31,15,8,48,9,43,41,16,39,18,40,12,17,50,45,11,4,37,10,2,1
34,35,27,30,25,6,42,23,22,5,24,13,46,16,36,43,44,32,38,29,49,33,20,28,21,2,7,47,26,31,0,15,8,48,9,14,41,12,39,18,40,3,17,50,45,11,4,37,10,1,19
35,34,2,30,25,6,23,22,42,24,13,5,3,16,36,43,44,32,38,29,49,33,20,28,21,27,7,47,26,31,0,15,8,48,9,14,41,39,40,18,12,17,46,50,45,11,4,37,10,1,19
35,34,2,27,25,6,23,22,42,13,24,5,3,16,36,14,44,32,38,29,33,49,20,28,21,30,7,47,26,31,0,15,8,48,9,43,41,40,39,18,12,17,46,50,11,45,4,37,10,1,19
2,34,35,27,25,22,6,42,23,5,13,24,3,16,36,14,44,32,38,29,33,49,20,28,21,30,7,47,26,0,31,10,48,8,9,43,41,18,39,40,12,17,11,46,50,45,4,37,15,1,19
34,35,2,27,25,22,6,42,23,5,13,24,3,16,36,14,44,32,38,29,49,33,20,28,21,30,7,47,26,0,31,4,48,9,8,43,41,18,40,39,12,17,46,11,50,45,37,10,15,1,19
35,34,2,27,25,42,22,6,23,13,5,17,3,16,36,14,44,32,38,29,49,33,20,28,21,30,7,47,26,0,31,37,8,9,48,43,41,40,18,39,12,24,46,50,11,45,4,10,15,1,19
35,34,2,27,25,42,22,23,6,13,5,17,3,16,36,14,44,32,38,29,49,33,20,1,21,30,7,47,0,26,31,10,8,48,9,43,41,40,18,39,12,24,46,50,45,11,4,37,15,28,19
35,34,2,27,25,6,42,23,22,13,24,17,3,16,36,14,44,32,38,9,29,33,20,1,21,47,30,7,31,26,0,10,37,48,8,43,41,39,18,40,12,46,5,50,45,11,4,49,15,28,19
35,34,2,30,25,6,42,23,22,13,17,3,16,46,36,14,44,32,38,9,29,33,20,1,0,31,26,21,27,7,47,10,48,37,4,43,41,18,40,39,12,24,5,50,45,11,15,8,49,28,19
35,34,2,30,25,6,42,23,22,5,17,46,36,16,43,14,44,32,38,9,29,33,20,15,37,31,26,47,0,21,7,27,1,10,4,3,41,18,40,39,12,24,13,50,45,11,48,8,49,28,19
35,34,2,27,25,42,6,23,22,5,17,46,3,16,43,14,44,32,38,9,29,33,20,15,10,31,47,26,0,30,21,7,1,37,4,36,41,18,40,39,12,24,13,50,45,11,48,8,49,28,19
19,34,2,7,42,25,23,6,22,5,46,17,3,16,43,14,44,32,38,9,29,33,20,15,10,47,26,31,0,21,30,27,1,37,4,36,41,39,18,40,12,24,13,50,45,11,48,8,49,28,35
2,35,34,7,23,42,25,22,6,5,46,17,3,16,43,14,44,32,38,9,29,33,49,15,10,31,26,47,0,21,30,27,1,37,4,36,41,39,18,40,12,24,13,50,45,11,48,8,20,28,19
35,34,2,27,7,22,6,42,23,5,13,17,3,16,36,14,44,32,38,33,9,29,49,15,10,31,26,47,30,25,0,21,1,37,4,43,41,39,18,40,24,12,46,50,45,11,48,8,20,28,19
35,34,2,30,25,22,6,42,23,13,5,17,3,16,36,14,44,32,38,29,9,33,49,15,10,31,26,47,7,0,27,21,1,37,4,43,41,39,18,40,12,24,46,11,50,45,48,8,20,28,19
19,34,2,30,25,42,22,6,23,13,5,17,3,16,36,14,44,38,32,9,29,33,49,15,10,31,26,47,27,7,0,21,1,37,4,43,41,39,18,40,24,12,46,11,50,45,48,8,35,20,28
35,19,2,30,27,42,6,22,23,13,46,17,3,16,36,14,44,32,38,9,29,33,49,15,10,31,26,47,25,7,0,21,1,37,4,43,41,39,18,40,12,24,5,50,11,45,48,8,28,20,34
35,34,2,30,27,6,22,42,23,5,46,13,3,16,36,14,44,32,38,29,9,33,20,28,1,10,26,47,25,7,21,0,31,37,4,43,41,39,18,40,12,24,17,50,11,45,48,8,49,15,19
35,34,2,27,30,25,42,6,23,24,13,5,12,16,36,14,44,32,38,9,29,33,20,28,1,31,26,47,22,7,21,0,10,37,4,43,41,39,18,40,46,3,17,50,11,45,48,8,49,15,19
34,19,2,27,30,25,6,22,23,24,13,5,11,16,36,14,44,32,38,9,29,33,20,28,1,0,26,47,42,7,21,31,10,37,4,43,41,39,18,40,12,17,3,46,50,45,48,8,49,15,35
34,19,2,27,30,25,6,22,23,42,13,24,11,16,36,14,44,32,38,9,29,33,20,28,1,21,7,47,5,31,26,0,10,37,4,43,41,39,18,40,12,17,46,3,50,45,48,8,49,15,35
34,35,2,27,30,25,6,42,23,22,13,24,17,16,36,14,44,32,38,29,33,9,20,28,1,21,7,47,5,31,26,0,10,37,4,43,41,39,18,40,12,3,46,50,45,11,48,8,49,15,19
19,34,2,27,30,25,6,42,23,22,13,24,17,16,36,14,44,32,9,29,33,8,49,15,1,21,7,47,31,26,5,0,10,37,4,43,41,39,18,40,12,3,46,11,45,50,28,48,38,20,35
35,19,2,27,30,25,6,42,23,22,24,13,3,16,36,14,44,32,9,29,8,33,20,28,15,47,7,5,21,26,31,0,10,37,4,43,41,39,18,40,12,17,46,11,50,45,1,48,38,49,34
34,19,2,27,30,25,6,22,23,42,24,13,17,16,36,14,44,32,9,38,29,33,49,28,15,1,26,47,7,21,0,5,31,37,4,43,41,39,18,40,12,3,46,11,50,45,10,48,8,20,35
34,35,2,27,30,25,42,6,22,23,24,13,17,16,36,14,44,32,9,38,29,33,28,20,15,26,47,5,7,1,21,0,31,10,4,43,41,39,18,40,12,3,46,11,50,45,48,37,8,49,19
19,34,2,27,30,25,22,6,42,23,24,13,3,16,43,14,44,32,38,9,29,33,28,20,15,1,26,47,5,21,7,0,31,10,4,36,41,18,40,39,12,17,46,11,50,45,48,37,8,49,35
34,35,2,27,30,25,22,6,42,23,24,13,3,16,36,14,44,32,38,9,29,33,20,28,15,1,21,47,5,26,7,0,31,10,4,43,41,40,39,18,12,17,50,46,11,48,45,37,8,49,19
35,34,2,27,30,25,42,22,6,23,24,13,3,16,36,14,44,32,38,9,29,33,20,49,15,1,21,47,26,7,5,0,31,10,46,43,41,40,18,39,12,17,50,45,11,48,37,4,8,28,19
19,34,2,27,30,25,42,22,6,23,24,13,3,16,36,44,14,9,32,38,29,33,49,20,15,1,21,0,26,5,47,7,31,11,46,43,41,39,18,40,12,17,50,45,4,48,37,8,10,28,35
19,34,2,27,30,25,42,22,6,23,24,13,3,16,43,14,44,38,9,32,29,33,49,20,15,21,5,47,26,7,10,0,31,45,46,36,41,39,18,40,12,17,50,11,4,48,37,8,28,1,35
19,34,35,27,30,25,42,22,6,23,24,13,3,16,36,44,32,38,9,14,49,29,33,20,15,26,5,47,7,21,0,10,31,46,11,43,41,39,18,40,12,17,50,45,4,48,37,8,28,1,2
19,34,35,27,30,25,6,22,42,23,24,13,3,16,43,44,32,38,14,9,49,29,33,20,28,26,5,47,7,21,0,31,50,45,11,36,41,39,18,40,12,17,46,10,4,48,37,8,15,1,2
19,34,35,27,30,25,42,6,23,24,22,13,3,16,36,14,32,38,44,9,49,33,29,20,28,31,26,47,7,21,0,5,50,45,10,43,41,39,18,40,12,17,46,11,4,48,37,8,15,1,2
19,35,34,27,30,25,42,22,23,6,24,13,17,16,43,14,44,32,38,9,29,33,49,20,28,21,47,26,5,7,0,31,50,45,11,36,41,39,18,40,12,3,46,10,37,4,48,8,15,1,2
