19,35,2,27,30,25,42,22,6,23,24,13,17,16,43,14,44,32,38,9,29,33,49,20,28,21,7,47,26,5,0,31,50,45,11,36,41,39,18,40,12,3,46,37,10,4,48,8,15,1,34
35,34,2,27,30,25,22,6,42,23,24,13,17,46,36,14,44,32,38,29,9,49,33,20,28,21,7,47,0,31,26,5,50,45,16,43,41,39,18,40,12,3,11,10,37,4,48,8,15,1,19
35,34,2,27,30,25,6,42,23,24,22,13,17,46,16,14,44,32,38,9,29,49,33,20,28,21,7,47,31,0,26,5,50,11,36,43,41,39,18,40,12,3,45,4,10,37,48,8,15,1,19
19,34,35,27,30,25,6,42,23,13,22,24,17,3,16,14,44,32,9,49,29,38,33,20,28,21,7,47,26,31,0,50,5,11,36,43,41,39,18,40,12,46,45,10,4,48,37,8,15,1,2
19,34,35,27,30,25,42,6,22,23,24,13,17,3,16,14,44,32,38,9,33,29,49,20,28,47,21,7,5,0,31,26,45,50,36,43,41,39,18,40,12,46,11,10,37,48,4,8,15,1,2
35,34,19,27,30,25,22,6,42,23,24,13,17,3,16,14,44,32,38,9,29,33,49,20,28,21,7,47,5,0,31,26,45,50,36,43,41,39,18,40,12,46,11,37,8,48,4,10,15,1,2
35,34,19,27,30,25,22,6,42,23,24,13,17,3,36,14,44,32,38,9,29,49,33,20,28,21,7,47,5,26,31,0,50,45,16,43,41,39,18,40,12,46,11,4,48,8,37,10,15,1,2
35,34,19,27,30,25,22,42,6,23,24,13,17,46,16,14,44,32,38,9,48,29,33,20,28,21,7,47,5,26,31,0,50,45,36,43,41,39,18,40,12,3,11,4,49,37,8,15,10,1,2
19,35,2,27,30,25,6,22,42,23,24,13,17,3,16,14,44,32,38,9,48,29,33,20,28,21,7,47,5,26,31,0,50,45,36,43,41,39,18,40,12,46,11,10,4,37,15,8,49,1,34
19,35,2,27,30,25,6,42,23,22,24,13,17,3,16,14,44,32,38,9,48,29,33,20,1,21,7,47,5,31,26,0,50,45,36,43,41,39,18,40,12,46,11,10,37,4,15,49,8,28,34
34,35,2,27,30,25,42,6,24,13,23,22,17,3,16,14,44,32,38,48,9,29,33,20,28,21,7,47,26,0,31,5,50,45,36,43,41,39,18,40,12,46,11,37,10,4,15,49,8,1,19
34,35,2,27,30,22,25,42,6,13,24,23,17,3,16,14,44,32,38,48,9,29,33,15,1,21,7,47,5,26,31,0,50,45,36,43,41,39,18,40,12,46,11,37,10,4,8,49,20,28,19
35,34,2,27,30,22,6,25,42,24,13,23,17,3,16,14,44,32,38,33,29,49,8,15,1,21,7,47,5,26,31,0,50,45,36,43,41,39,18,40,12,46,11,4,37,10,48,9,20,28,19
19,34,2,27,30,6,42,22,47,13,24,23,17,3,16,14,44,32,38,48,29,9,33,15,1,21,25,7,5,26,0,31,50,45,36,43,41,39,40,18,12,46,11,37,4,10,8,49,20,28,35
34,35,2,27,30,6,42,22,5,23,24,13,17,3,16,14,44,32,38,29,48,9,33,15,1,21,25,7,47,26,0,31,50,45,36,43,41,18,39,40,12,46,11,4,10,37,8,49,20,28,19
34,35,2,27,30,25,22,5,42,23,24,13,17,3,16,14,44,32,38,9,29,33,49,15,1,21,7,6,47,26,31,0,50,45,36,43,41,40,18,39,12,46,11,4,48,37,20,10,8,28,19
19,34,2,27,30,6,22,5,42,23,24,13,17,3,16,14,44,32,38,9,29,33,20,10,1,21,7,25,47,0,26,50,45,31,36,43,41,39,18,40,12,46,11,4,48,49,8,37,15,28,35
34,19,2,27,30,5,42,22,6,23,24,13,17,3,16,14,44,38,32,9,29,33,20,28,1,21,47,25,7,0,26,50,45,31,36,43,41,39,18,40,12,46,11,4,48,37,8,49,15,10,35
34,19,2,27,30,6,42,22,23,13,24,5,17,3,16,14,44,38,32,9,29,33,20,28,1,26,47,25,7,21,0,31,45,50,36,43,41,39,18,40,12,46,11,37,4,48,8,49,15,10,35
34,19,2,27,30,6,42,23,22,24,13,5,46,3,16,14,44,32,38,9,48,29,8,10,0,26,47,25,7,21,1,31,45,50,36,43,41,39,18,40,12,17,11,49,4,37,33,15,20,28,35
34,19,2,27,30,6,22,23,42,24,13,5,46,3,36,14,44,32,38,9,48,33,29,8,26,0,47,25,7,21,1,10,31,11,16,43,41,39,18,40,12,17,45,50,4,37,15,20,49,28,35
34,19,2,27,30,6,22,42,23,24,13,17,46,3,36,14,44,32,38,9,48,33,29,8,20,0,47,25,7,21,1,45,16,11,4,43,41,39,18,40,12,5,50,26,31,10,37,15,49,28,35
34,35,2,27,30,6,22,42,23,24,13,5,46,3,36,14,44,32,38,9,48,33,29,8,37,1,47,25,7,21,0,45,16,11,4,43,41,18,40,39,12,17,50,26,31,10,20,15,49,28,19
35,34,2,27,30,6,42,23,22,5,24,13,17,46,36,14,44,32,38,9,48,33,29,8,37,10,21,0,47,7,25,26,50,11,4,43,41,18,40,39,12,3,16,45,31,1,49,15,28,20,19
35,1,2,27,30,6,42,23,22,24,5,13,17,46,36,14,44,32,38,9,48,29,33,8,37,49,21,0,47,25,7,26,50,45,4,43,41,18,40,39,12,3,16,11,31,10,28,20,15,19,34
35,21,2,27,30,6,42,22,5,24,23,13,17,16,36,14,44,32,38,9,48,37,49,33,29,8,1,0,7,25,47,26,50,45,4,43,41,39,18,40,12,3,46,11,31,10,28,20,15,19,34
34,2,27,21,30,42,6,24,22,23,13,5,17,16,36,14,44,32,38,9,48,37,49,33,29,8,10,0,25,7,47,26,50,45,4,43,41,39,18,40,12,3,46,11,31,1,15,28,35,20,19
20,2,27,21,26,5,13,24,42,6,22,23,3,16,36,14,44,32,38,9,48,37,49,33,29,8,10,0,30,25,7,47,50,45,4,43,41,39,18,40,12,17,46,11,31,15,1,19,35,34,28
27,20,2,21,47,5,24,13,23,42,6,22,3,16,36,14,44,32,38,9,48,37,49,33,29,8,31,0,30,25,7,26,50,45,11,43,41,39,40,18,12,17,46,10,15,4,1,28,35,34,19
27,2,21,0,47,5,24,13,23,42,6,22,3,16,36,14,44,32,38,9,48,8,49,33,29,10,31,1,30,25,7,26,50,45,11,43,41,18,40,39,12,17,46,15,37,4,20,28,35,34,19
1,2,21,0,47,5,24,13,23,42,6,22,3,16,36,14,44,32,38,9,48,33,29,8,10,4,31,27,30,25,7,26,50,45,11,43,41,40,18,39,12,17,46,37,49,15,20,28,35,34,19
35,2,21,0,26,5,24,13,23,42,6,22,17,16,36,14,44,32,38,9,29,33,49,8,37,10,31,27,30,25,7,47,50,45,11,43,41,39,40,18,12,3,46,4,48,15,20,28,1,34,19
19,2,21,0,26,5,24,13,23,42,6,22,17,16,43,14,44,32,38,9,48,29,8,49,15,10,31,30,27,25,7,47,50,45,11,36,41,18,40,39,12,3,46,4,37,33,20,28,1,34,35
19,1,31,0,26,5,24,13,23,42,6,22,17,16,36,14,44,32,38,48,9,29,8,49,15,10,21,30,27,25,7,47,50,45,11,43,41,40,18,39,12,3,46,4,37,33,20,28,2,35,34
19,10,31,0,26,5,24,13,23,42,6,22,17,46,48,36,14,44,32,38,9,29,33,49,15,1,21,30,27,25,7,47,50,45,16,43,41,40,39,18,12,3,11,4,37,8,20,28,35,34,2
2,31,10,0,47,24,17,13,23,42,6,22,5,46,11,36,14,44,32,38,9,29,33,49,15,1,21,27,30,25,7,26,50,45,16,43,41,18,39,40,12,3,4,48,37,8,20,28,19,35,34
19,10,31,0,26,24,17,13,23,42,6,22,5,46,11,36,14,44,32,38,9,29,33,49,15,1,21,27,30,25,7,47,50,45,16,43,41,18,39,40,12,3,48,37,4,8,20,28,2,35,34
21,0,10,31,26,24,17,13,23,42,6,22,5,46,16,36,14,44,32,38,9,29,33,49,15,1,19,27,30,25,7,47,50,45,11,43,41,39,18,40,12,3,4,37,48,8,20,28,34,35,2
1,10,0,31,26,17,5,24,23,42,6,22,13,46,16,36,14,44,32,38,9,29,33,49,20,21,2,27,30,25,7,47,50,45,11,43,41,39,18,40,12,3,37,48,4,8,15,28,35,34,19
1,10,31,0,26,17,13,24,23,42,6,22,5,46,16,36,14,44,38,32,9,29,8,33,20,21,2,27,30,25,7,47,50,45,11,43,41,39,18,40,12,3,37,4,48,49,15,28,35,34,19
21,10,31,0,26,13,5,6,22,23,42,24,17,46,16,36,14,44,38,32,9,29,33,8,15,1,2,27,30,25,7,47,50,45,11,43,41,39,18,40,12,3,37,4,48,49,20,28,35,34,19
2,10,31,0,26,5,6,22,13,23,42,24,17,3,16,36,14,44,32,38,29,9,33,49,15,1,21,27,30,25,7,47,50,45,11,43,41,39,18,40,12,46,37,4,48,8,28,20,19,34,35
2,0,31,10,26,47,22,6,42,23,24,13,17,3,16,36,14,44,32,38,9,29,33,49,15,1,21,27,30,25,7,5,50,45,11,43,41,39,18,40,12,46,48,37,8,4,28,20,19,35,34
2,10,31,26,0,47,22,6,42,23,24,13,17,3,16,43,14,44,32,38,9,29,33,49,15,1,21,27,30,25,7,5,50,45,11,36,41,39,18,40,12,46,37,4,48,8,20,35,34,19,28
0,10,15,31,26,47,22,42,23,6,24,13,17,3,16,43,14,44,32,38,9,29,33,49,28,1,21,27,30,25,7,5,50,45,11,36,41,39,18,40,12,46,4,37,48,8,20,35,34,19,2
0,10,31,15,26,5,22,23,42,6,24,13,17,3,16,43,14,44,32,38,9,29,33,49,28,1,21,27,30,25,7,47,50,45,11,36,41,39,18,40,12,46,4,48,37,8,20,19,35,34,2
10,15,31,0,26,5,22,6,42,23,24,13,17,3,16,36,14,44,32,38,9,29,33,20,28,1,21,27,30,25,7,47,50,45,11,43,41,39,18,40,12,46,4,48,37,8,49,2,35,34,19
2,10,31,0,47,6,5,24,23,42,22,13,17,3,16,43,14,44,32,38,9,29,33,20,15,1,21,27,30,25,7,26,50,45,11,36,41,39,18,40,12,46,37,4,48,8,49,28,34,35,19
2,0,10,31,47,22,6,42,13,23,24,5,17,3,16,36,14,44,32,38,9,29,33,20,28,1,21,27,30,25,7,26,50,45,11,43,41,39,18,40,12,46,37,48,4,8,49,15,35,34,19
2,0,31,10,47,22,42,6,23,24,13,5,17,3,16,36,14,44,32,38,9,29,33,20,28,1,21,27,30,25,7,26,50,45,11,43,41,39,18,40,12,46,4,48,49,37,8,15,35,34,19
21,0,31,10,47,6,22,42,23,24,13,5,17,46,16,36,14,44,32,38,9,29,33,20,28,1,2,27,30,25,7,26,50,45,11,43,41,39,18,40,12,3,4,48,8,37,15,49,19,34,35
21,10,31,0,47,6,42,23,22,24,13,17,5,46,16,36,14,44,32,38,9,29,33,20,49,1,2,27,30,25,7,26,50,45,11,43,41,39,18,40,12,3,4,48,8,37,15,28,19,34,35
21,10,31,0,47,23,42,22,6,5,13,24,17,3,16,36,14,44,38,32,9,29,33,20,49,1,2,27,30,25,7,26,50,45,11,43,41,39,18,40,12,46,4,48,15,8,37,28,19,35,34
21,31,10,0,47,6,42,22,23,5,13,24,17,3,16,36,14,44,9,38,32,29,33,49,20,28,19,27,30,25,7,26,50,45,11,43,41,39,18,40,12,46,4,37,8,48,15,1,34,35,2
21,31,10,0,47,42,6,22,23,13,5,24,17,3,36,44,43,14,38,32,9,29,33,49,20,28,19,27,30,25,7,26,50,45,11,16,41,39,18,40,12,46,4,48,8,37,15,1,34,35,2
21,31,10,0,47,6,22,42,23,13,5,24,17,46,36,14,43,44,32,38,9,29,49,33,20,28,1,27,30,25,7,26,50,45,11,16,41,39,18,40,12,3,4,48,8,37,15,19,35,34,2
