7,-7,-8,-12,-12,-15,-15,-13,-15,-16,-16,-15,-15,-15,-15,-16,-15,-16,-16,-16
3,-9,-13,-13,-14,-14,-13,-14,-16,-16,-16,-16,-15,-16,-16,-16,-16,-16,-16,-16
-3,-9,-12,-16,-14,-14,-15,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16
12,3,-8,-14,-14,-15,-14,-15,-16,-15,-15,-16,-15,-16,-16,-16,-16,-16,-16,-16
