28,4,-8,-13,-15,-16,-15,-16,-16,-16,-16,-15,-16,-16,-16,-16,-16,-16,-16,-16
8,-5,-11,-14,-14,-14,-15,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16
7,0,-10,-10,-13,-14,-15,-16,-16,-15,-15,-16,-16,-16,-16,-16,-16,-16,-16,-16
12,-6,-13,-11,-12,-13,-14,-14,-15,-15,-16,-15,-16,-16,-16,-16,-16,-16,-16,-16
