11,10,7,6,3,3,3,1,0,0,1,1,1,0,0,0,0,0,0,0
10,10,8,6,3,3,2,1,2,2,2,2,2,2,1,1,1,1,1,1
11,11,6,4,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2
12,11,5,4,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1
